;id_trestného činu ;rok;pocet
11;TROFA;2007;
12;TROFA;2007;
13;TROFA;2007;
14;TROFA;2007;
15;TROFA;2007;5931
16;TROFA;2007;
17;TROFA;2007;3860
18;TROFA;2007;
19;TROFA;2007;122
20;TROFA;2007;
21;TROFA;2007;55
22;TROFA;2007;
24;TROFA;2007;
25;TROFA;2007;9
26;TROFA;2007;
27;TROFA;2007;
28;TROFA;2007;
29;TROFA;2007;
30;TROFA;2007;
31;TROFA;2007;
32;TROFA;2007;238
33;TROFA;2007;2032
34;TROFA;2007;
35;TROFA;2007;
36;TROFA;2007;1137
37;TROFA;2007;120
38;TROFA;2007;
39;TROFA;2007;2946
40;TROFA;2007;914
41;TROFA;2007;
43;TROFA;2007;
44;TROFA;2007;
;;;
2;TROFA;2008;41
3;TROFA;2008;
4;TROFA;2008;329
5;TROFA;2008;
6;TROFA;2008;1667
7;TROFA;2008;
8;TROFA;2008;
9;TROFA;2008;434
10;TROFA;2008;
11;TROFA;2008;
12;TROFA;2008;
13;TROFA;2008;
14;TROFA;2008;
15;TROFA;2008;6882
16;TROFA;2008;
17;TROFA;2008;3503
18;TROFA;2008;
19;TROFA;2008;82
20;TROFA;2008;
21;TROFA;2008;56
22;TROFA;2008;
24;TROFA;2008;
25;TROFA;2008;8
26;TROFA;2008;
27;TROFA;2008;
28;TROFA;2008;
29;TROFA;2008;
30;TROFA;2008;
31;TROFA;2008;
32;TROFA;2008;175
33;TROFA;2008;3129
34;TROFA;2008;
35;TROFA;2008;
36;TROFA;2008;1304
37;TROFA;2008;97
38;TROFA;2008;
39;TROFA;2008;3289
40;TROFA;2008;1142
41;TROFA;2008;
43;TROFA;2008;
44;TROFA;2008;
;;;
2;TROFA;2009;50
3;TROFA;2009;
4;TROFA;2009;281
5;TROFA;2009;
6;TROFA;2009;2032
7;TROFA;2009;
8;TROFA;2009;
9;TROFA;2009;519
10;TROFA;2009;
11;TROFA;2009;
12;TROFA;2009;
13;TROFA;2009;
14;TROFA;2009;
15;TROFA;2009;7859
16;TROFA;2009;
17;TROFA;2009;3876
18;TROFA;2009;
19;TROFA;2009;113
20;TROFA;2009;
21;TROFA;2009;50
22;TROFA;2009;
24;TROFA;2009;
25;TROFA;2009;9
26;TROFA;2009;
27;TROFA;2009;
28;TROFA;2009;
29;TROFA;2009;
30;TROFA;2009;
31;TROFA;2009;
32;TROFA;2009;219
33;TROFA;2009;2979
34;TROFA;2009;
35;TROFA;2009;
36;TROFA;2009;1409
37;TROFA;2009;136
38;TROFA;2009;
39;TROFA;2009;3143
40;TROFA;2009;1297
41;TROFA;2009;
43;TROFA;2009;
44;TROFA;2009;
;;;
2;TROFA;2010;67
3;TROFA;2010;
4;TROFA;2010;285
5;TROFA;2010;
6;TROFA;2010;1734
7;TROFA;2010;
8;TROFA;2010;
9;TROFA;2010;453
10;TROFA;2010;79
11;TROFA;2010;
12;TROFA;2010;
13;TROFA;2010;
14;TROFA;2010;
15;TROFA;2010;7060
16;TROFA;2010;
17;TROFA;2010;3773
18;TROFA;2010;
19;TROFA;2010;145
20;TROFA;2010;
21;TROFA;2010;57
22;TROFA;2010;
24;TROFA;2010;
25;TROFA;2010;5
26;TROFA;2010;
27;TROFA;2010;
28;TROFA;2010;
29;TROFA;2010;
30;TROFA;2010;
31;TROFA;2010;
32;TROFA;2010;264
33;TROFA;2010;2028
34;TROFA;2010;
35;TROFA;2010;
36;TROFA;2010;989
37;TROFA;2010;161
38;TROFA;2010;
39;TROFA;2010;2355
40;TROFA;2010;1068
41;TROFA;2010;
43;TROFA;2010;
44;TROFA;2010;
;;;
2;TROFA;2011;92
3;TROFA;2011;
4;TROFA;2011;213
5;TROFA;2011;
6;TROFA;2011;1679
7;TROFA;2011;
8;TROFA;2011;
9;TROFA;2011;548
10;TROFA;2011;84
11;TROFA;2011;
12;TROFA;2011;
13;TROFA;2011;
14;TROFA;2011;
15;TROFA;2011;6475
16;TROFA;2011;
17;TROFA;2011;3488
18;TROFA;2011;
19;TROFA;2011;149
20;TROFA;2011;
21;TROFA;2011;71
22;TROFA;2011;
24;TROFA;2011;
25;TROFA;2011;1
26;TROFA;2011;
27;TROFA;2011;
28;TROFA;2011;
29;TROFA;2011;
30;TROFA;2011;
31;TROFA;2011;
32;TROFA;2011;221
33;TROFA;2011;1738
34;TROFA;2011;
35;TROFA;2011;
36;TROFA;2011;985
37;TROFA;2011;95
38;TROFA;2011;
39;TROFA;2011;1992
40;TROFA;2011;1019
41;TROFA;2011;
43;TROFA;2011;
44;TROFA;2011;
;;;
2;T11TH;2007;2850
3;T11TH;2007;2849
4;T11TH;2007;280135
5;T11TH;2007;
6;T11TH;2007;401400
7;T11TH;2007;
8;T11TH;2007;68877
9;T11TH;2007;34366
10;T11TH;2007;4309
11;T11TH;2007;209132
12;T11TH;2007;273478
13;T11TH;2007;21685
14;T11TH;2007;145032
15;T11TH;2007;1832423
16;T11TH;2007;18586
17;T11TH;2007;2561691
18;T11TH;2007;77105
19;T11TH;2007;176065
20;T11TH;2007;5370
21;T11TH;2007;98863
22;T11TH;2007;1636656
24;T11TH;2007;
25;T11TH;2007;33956
26;T11TH;2007;
27;T11TH;2007;8982
28;T11TH;2007;
29;T11TH;2007;
30;T11TH;2007;684870
31;T11TH;2007;146029
32;T11TH;2007;388461
33;T11TH;2007;157173
34;T11TH;2007;
35;T11TH;2007;1566970
36;T11TH;2007;31038
37;T11TH;2007;54250
38;T11TH;2007;48735
39;T11TH;2007;370866
40;T11TH;2007;567819
41;T11TH;2007;
43;T11TH;2007;157735
44;T11TH;2007;114665
;;;
2;T11TH;2008;2459
3;T11TH;2008;3282
4;T11TH;2008;271851
5;T11TH;2008;
6;T11TH;2008;401988
7;T11TH;2008;
8;T11TH;2008;62533
9;T11TH;2008;32244
10;T11TH;2008;3992
11;T11TH;2008;200673
12;T11TH;2008;303777
13;T11TH;2008;22471
14;T11TH;2008;146496
15;T11TH;2008;1741883
16;T11TH;2008;14814
17;T11TH;2008;2443280
18;T11TH;2008;84794
19;T11TH;2008;172237
20;T11TH;2008;7063
21;T11TH;2008;101616
22;T11TH;2008;1392544
24;T11TH;2008;
25;T11TH;2008;38422
26;T11TH;2008;
27;T11TH;2008;8127
28;T11TH;2008;
29;T11TH;2008;
30;T11TH;2008;682495
31;T11TH;2008;141445
32;T11TH;2008;343919
33;T11TH;2008;180707
34;T11TH;2008;
35;T11TH;2008;1326342
36;T11TH;2008;30860
37;T11TH;2008;48902
38;T11TH;2008;44077
39;T11TH;2008;381642
40;T11TH;2008;550632
41;T11TH;2008;
43;T11TH;2008;134689
44;T11TH;2008;110954
;;;
2;T11TH;2009;3068
3;T11TH;2009;4015
4;T11TH;2009;270663
5;T11TH;2009;
6;T11TH;2009;397415
7;T11TH;2009;
8;T11TH;2009;67960
9;T11TH;2009;30973
10;T11TH;2009;3789
11;T11TH;2009;193217
12;T11TH;2009;313873
13;T11TH;2009;23901
14;T11TH;2009;151678
15;T11TH;2009;1746182
16;T11TH;2009;11473
17;T11TH;2009;2344646
18;T11TH;2009;91296
19;T11TH;2009;164848
20;T11TH;2009;8638
21;T11TH;2009;103789
22;T11TH;2009;1318076
24;T11TH;2009;
25;T11TH;2009;39566
26;T11TH;2009;
27;T11TH;2009;6843
28;T11TH;2009;
29;T11TH;2009;
30;T11TH;2009;681465
31;T11TH;2009;148779
32;T11TH;2009;352504
33;T11TH;2009;170516
34;T11TH;2009;
35;T11TH;2009;1188574
36;T11TH;2009;28213
37;T11TH;2009;46943
38;T11TH;2009;44075
39;T11TH;2009;357462
40;T11TH;2009;544012
41;T11TH;2009;246129
43;T11TH;2009;
44;T11TH;2009;175876
;;;
2;T11TH;2010;3971
3;T11TH;2010;3724
4;T11TH;2010;237973
5;T11TH;2010;
6;T11TH;2010;401006
7;T11TH;2010;
8;T11TH;2010;78422
9;T11TH;2010;33252
10;T11TH;2010;4902
11;T11TH;2010;185069
12;T11TH;2010;305079
13;T11TH;2010;25253
14;T11TH;2010;148213
15;T11TH;2010;1725442
16;T11TH;2010;11371
17;T11TH;2010;2301786
18;T11TH;2010;96435
19;T11TH;2010;187097
20;T11TH;2010;7786
21;T11TH;2010;101869
22;T11TH;2010;1325013
24;T11TH;2010;
25;T11TH;2010;37047
26;T11TH;2010;
27;T11TH;2010;7769
28;T11TH;2010;
29;T11TH;2010;
30;T11TH;2010;662015
31;T11TH;2010;140900
32;T11TH;2010;365260
33;T11TH;2010;166024
34;T11TH;2010;
35;T11TH;2010;1108369
36;T11TH;2010;31395
37;T11TH;2010;42601
38;T11TH;2010;42875
39;T11TH;2010;350496
40;T11TH;2010;519168
41;T11TH;2010;232044
43;T11TH;2010;165516
44;T11TH;2010;254755
;;;
2;T11TH;2011;4619
3;T11TH;2011;4260
4;T11TH;2011;228846
5;T11TH;2011;
6;T11TH;2011;423431
7;T11TH;2011;
8;T11TH;2011;70829
9;T11TH;2011;36275
10;T11TH;2011;5066
11;T11TH;2011;183946
12;T11TH;2011;300041
13;T11TH;2011;20175
14;T11TH;2011;151243
15;T11TH;2011;1726722
16;T11TH;2011;11383
17;T11TH;2011;2403781
18;T11TH;2011;98520
19;T11TH;2011;183677
20;T11TH;2011;6103
21;T11TH;2011;104566
22;T11TH;2011;
24;T11TH;2011;
25;T11TH;2011;36971
26;T11TH;2011;
27;T11TH;2011;8520
28;T11TH;2011;
29;T11TH;2011;
30;T11TH;2011;669610
31;T11TH;2011;138123
32;T11TH;2011;370280
33;T11TH;2011;169984
34;T11TH;2011;
35;T11TH;2011;1038566
36;T11TH;2011;34475
37;T11TH;2011;38083
38;T11TH;2011;44901
39;T11TH;2011;414961
40;T11TH;2011;536748
41;T11TH;2011;263353
43;T11TH;2011;75433
44;T11TH;2011;277598
;;;
2;T11TV;2007;437
3;T11TV;2007;137
4;T11TV;2007;7802
5;T11TV;2007;
6;T11TV;2007;17819
7;T11TV;2007;
8;T11TV;2007;4569
9;T11TV;2007;2069
10;T11TV;2007;443
11;T11TV;2007;20329
12;T11TV;2007;18689
13;T11TV;2007;1007
14;T11TV;2007;14827
15;T11TV;2007;230361
16;T11TV;2007;307
17;T11TV;2007;92628
18;T11TV;2007;17113
19;T11TV;2007;10675
20;T11TV;2007;467
21;T11TV;2007;13546
22;T11TV;2007;277549
24;T11TV;2007;
25;T11TV;2007;2987
26;T11TV;2007;
27;T11TV;2007;388
28;T11TV;2007;
29;T11TV;2007;
30;T11TV;2007;21425
31;T11TV;2007;12571
32;T11TV;2007;27035
33;T11TV;2007;23986
34;T11TV;2007;
35;T11TV;2007;58427
36;T11TV;2007;513
37;T11TV;2007;4719
38;T11TV;2007;840
39;T11TV;2007;85935
40;T11TV;2007;49249
41;T11TV;2007;
43;T11TV;2007;22852
44;T11TV;2007;6806
;;;
2;T11TV;2008;388
3;T11TV;2008;66
4;T11TV;2008;9049
5;T11TV;2008;
6;T11TV;2008;16954
7;T11TV;2008;
8;T11TV;2008;4620
9;T11TV;2008;1927
10;T11TV;2008;372
11;T11TV;2008;18793
12;T11TV;2008;20964
13;T11TV;2008;1035
14;T11TV;2008;13804
15;T11TV;2008;216502
16;T11TV;2008;267
17;T11TV;2008;89036
18;T11TV;2008;16684
19;T11TV;2008;10022
20;T11TV;2008;429
21;T11TV;2008;14322
22;T11TV;2008;229961
24;T11TV;2008;
25;T11TV;2008;2758
26;T11TV;2008;
27;T11TV;2008;398
28;T11TV;2008;
29;T11TV;2008;
30;T11TV;2008;21665
31;T11TV;2008;11901
32;T11TV;2008;23108
33;T11TV;2008;25274
34;T11TV;2008;
35;T11TV;2008;52820
36;T11TV;2008;589
37;T11TV;2008;4135
38;T11TV;2008;587
39;T11TV;2008;72106
40;T11TV;2008;44717
41;T11TV;2008;
43;T11TV;2008;16867
44;T11TV;2008;5793
;;;
2;T11TV;2009;498
3;T11TV;2009;54
4;T11TV;2009;9289
5;T11TV;2009;
6;T11TV;2009;15619
7;T11TV;2009;
8;T11TV;2009;4470
9;T11TV;2009;1828
10;T11TV;2009;483
11;T11TV;2009;14770
12;T11TV;2009;20806
13;T11TV;2009;934
14;T11TV;2009;12188
15;T11TV;2009;212521
16;T11TV;2009;154
17;T11TV;2009;87693
18;T11TV;2009;18371
19;T11TV;2009;9701
20;T11TV;2009;546
21;T11TV;2009;13155
22;T11TV;2009;213407
24;T11TV;2009;
25;T11TV;2009;2156
26;T11TV;2009;
27;T11TV;2009;401
28;T11TV;2009;
29;T11TV;2009;
30;T11TV;2009;21850
31;T11TV;2009;12014
32;T11TV;2009;22701
33;T11TV;2009;22539
34;T11TV;2009;
35;T11TV;2009;49288
36;T11TV;2009;501
37;T11TV;2009;3779
38;T11TV;2009;588
39;T11TV;2009;55964
40;T11TV;2009;40359
41;T11TV;2009;9115
43;T11TV;2009;
44;T11TV;2009;5184
;;;
2;T11TV;2010;627
3;T11TV;2010;60
4;T11TV;2010;5150
5;T11TV;2010;
6;T11TV;2010;14065
7;T11TV;2010;
8;T11TV;2010;3938
9;T11TV;2010;1568
10;T11TV;2010;504
11;T11TV;2010;13109
12;T11TV;2010;17923
13;T11TV;2010;870
14;T11TV;2010;11150
15;T11TV;2010;199556
16;T11TV;2010;117
17;T11TV;2010;83480
18;T11TV;2010;16998
19;T11TV;2010;8628
20;T11TV;2010;452
21;T11TV;2010;11391
22;T11TV;2010;197583
24;T11TV;2010;
25;T11TV;2010;2222
26;T11TV;2010;
27;T11TV;2010;372
28;T11TV;2010;
29;T11TV;2010;
30;T11TV;2010;21730
31;T11TV;2010;10858
32;T11TV;2010;21259
33;T11TV;2010;20310
34;T11TV;2010;
35;T11TV;2010;47587
36;T11TV;2010;447
37;T11TV;2010;3354
38;T11TV;2010;534
39;T11TV;2010;45373
40;T11TV;2010;35099
41;T11TV;2010;7856
43;T11TV;2010;12364
44;T11TV;2010;4278
;;;
2;T11TV;2011;611
3;T11TV;2011;53
4;T11TV;2011;5158
5;T11TV;2011;
6;T11TV;2011;14064
7;T11TV;2011;
8;T11TV;2011;3234
9;T11TV;2011;1560
10;T11TV;2011;690
11;T11TV;2011;12393
12;T11TV;2011;15067
13;T11TV;2011;752
14;T11TV;2011;11983
15;T11TV;2011;190848
16;T11TV;2011;86
17;T11TV;2011;78558
18;T11TV;2011;16685
19;T11TV;2011;8655
20;T11TV;2011;442
21;T11TV;2011;10384
22;T11TV;2011;
24;T11TV;2011;
25;T11TV;2011;1963
26;T11TV;2011;
27;T11TV;2011;364
28;T11TV;2011;
29;T11TV;2011;
30;T11TV;2011;21000
31;T11TV;2011;9318
32;T11TV;2011;20997
33;T11TV;2011;19500
34;T11TV;2011;
35;T11TV;2011;50279
36;T11TV;2011;580
37;T11TV;2011;2694
38;T11TV;2011;529
39;T11TV;2011;51799
40;T11TV;2011;34471
41;T11TV;2011;7897
43;T11TV;2011;11073
44;T11TV;2011;4682
;;;
2;T11BU;2007;1428
3;T11BU;2007;
4;T11BU;2007;104860
5;T11BU;2007;
6;T11BU;2007;84451
7;T11BU;2007;
8;T11BU;2007;
9;T11BU;2007;9957
10;T11BU;2007;2642
11;T11BU;2007;54925
12;T11BU;2007;78787
13;T11BU;2007;
14;T11BU;2007;24875
15;T11BU;2007;332762
16;T11BU;2007;
17;T11BU;2007;402931
18;T11BU;2007;37917
19;T11BU;2007;40846
20;T11BU;2007;2277
21;T11BU;2007;23654
22;T11BU;2007;166838
24;T11BU;2007;
25;T11BU;2007;
26;T11BU;2007;
27;T11BU;2007;1179
28;T11BU;2007;
29;T11BU;2007;
30;T11BU;2007;
31;T11BU;2007;
32;T11BU;2007;141606
33;T11BU;2007;44713
34;T11BU;2007;
35;T11BU;2007;
36;T11BU;2007;6249
37;T11BU;2007;17148
38;T11BU;2007;17891
39;T11BU;2007;
40;T11BU;2007;96980
41;T11BU;2007;
43;T11BU;2007;112234
44;T11BU;2007;
;;;
2;T11BU;2008;1483
3;T11BU;2008;
4;T11BU;2008;104296
5;T11BU;2008;
6;T11BU;2008;85330
7;T11BU;2008;
8;T11BU;2008;
9;T11BU;2008;8734
10;T11BU;2008;2587
11;T11BU;2008;53381
12;T11BU;2008;93578
13;T11BU;2008;
14;T11BU;2008;24634
15;T11BU;2008;317951
16;T11BU;2008;
17;T11BU;2008;390367
18;T11BU;2008;44155
19;T11BU;2008;43002
20;T11BU;2008;2731
21;T11BU;2008;24792
22;T11BU;2008;150761
24;T11BU;2008;
25;T11BU;2008;
26;T11BU;2008;
27;T11BU;2008;1450
28;T11BU;2008;
29;T11BU;2008;
30;T11BU;2008;
31;T11BU;2008;
32;T11BU;2008;124066
33;T11BU;2008;53751
34;T11BU;2008;
35;T11BU;2008;
36;T11BU;2008;6884
37;T11BU;2008;15159
38;T11BU;2008;14909
39;T11BU;2008;
40;T11BU;2008;94278
41;T11BU;2008;
43;T11BU;2008;101224
44;T11BU;2008;
;;;
2;T11BU;2009;1744
3;T11BU;2009;
4;T11BU;2009;107407
5;T11BU;2009;
6;T11BU;2009;89172
7;T11BU;2009;
8;T11BU;2009;
9;T11BU;2009;8994
10;T11BU;2009;2504
11;T11BU;2009;54848
12;T11BU;2009;106972
13;T11BU;2009;
14;T11BU;2009;32180
15;T11BU;2009;331733
16;T11BU;2009;
17;T11BU;2009;386647
18;T11BU;2009;47163
19;T11BU;2009;37698
20;T11BU;2009;3524
21;T11BU;2009;26955
22;T11BU;2009;150843
24;T11BU;2009;
25;T11BU;2009;
26;T11BU;2009;
27;T11BU;2009;1352
28;T11BU;2009;
29;T11BU;2009;
30;T11BU;2009;
31;T11BU;2009;
32;T11BU;2009;135383
33;T11BU;2009;49317
34;T11BU;2009;
35;T11BU;2009;
36;T11BU;2009;6656
37;T11BU;2009;15394
38;T11BU;2009;15098
39;T11BU;2009;
40;T11BU;2009;95824
41;T11BU;2009;51758
43;T11BU;2009;
44;T11BU;2009;
;;;
2;T11BU;2010;2178
3;T11BU;2010;
4;T11BU;2010;88508
5;T11BU;2010;
6;T11BU;2010;88806
7;T11BU;2010;
8;T11BU;2010;
9;T11BU;2010;9369
10;T11BU;2010;3232
11;T11BU;2010;58758
12;T11BU;2010;96683
13;T11BU;2010;
14;T11BU;2010;31482
15;T11BU;2010;335753
16;T11BU;2010;
17;T11BU;2010;397341
18;T11BU;2010;51961
19;T11BU;2010;44250
20;T11BU;2010;2866
21;T11BU;2010;25377
22;T11BU;2010;169163
24;T11BU;2010;
25;T11BU;2010;
26;T11BU;2010;
27;T11BU;2010;1660
28;T11BU;2010;
29;T11BU;2010;
30;T11BU;2010;
31;T11BU;2010;
32;T11BU;2010;140085
33;T11BU;2010;50650
34;T11BU;2010;
35;T11BU;2010;
36;T11BU;2010;3721
37;T11BU;2010;14783
38;T11BU;2010;13086
39;T11BU;2010;
40;T11BU;2010;92722
41;T11BU;2010;50210
43;T11BU;2010;127005
44;T11BU;2010;
;;;
2;T11BU;2011;2025
3;T11BU;2011;
4;T11BU;2011;84277
5;T11BU;2011;
6;T11BU;2011;94944
7;T11BU;2011;
8;T11BU;2011;
9;T11BU;2011;9998
10;T11BU;2011;3379
11;T11BU;2011;59672
12;T11BU;2011;91732
13;T11BU;2011;
14;T11BU;2011;32523
15;T11BU;2011;353673
16;T11BU;2011;
17;T11BU;2011;421243
18;T11BU;2011;55649
19;T11BU;2011;45273
20;T11BU;2011;1900
21;T11BU;2011;27606
22;T11BU;2011;
24;T11BU;2011;
25;T11BU;2011;
26;T11BU;2011;
27;T11BU;2011;1684
28;T11BU;2011;
29;T11BU;2011;
30;T11BU;2011;
31;T11BU;2011;
32;T11BU;2011;135611
33;T11BU;2011;52086
34;T11BU;2011;
35;T11BU;2011;
36;T11BU;2011;4213
37;T11BU;2011;12884
38;T11BU;2011;13363
39;T11BU;2011;
40;T11BU;2011;94316
41;T11BU;2011;52735
43;T11BU;2011;41486
44;T11BU;2011;
;;;
2;T11BD;2007;759
3;T11BD;2007;
4;T11BD;2007;20040
5;T11BD;2007;
6;T11BD;2007;56365
7;T11BD;2007;
8;T11BD;2007;
9;T11BD;2007;3864
10;T11BD;2007;
11;T11BD;2007;9163
12;T11BD;2007;45166
13;T11BD;2007;3096
14;T11BD;2007;6532
15;T11BD;2007;178285
16;T11BD;2007;2684
17;T11BD;2007;180552
18;T11BD;2007;
19;T11BD;2007;14875
20;T11BD;2007;551
21;T11BD;2007;
22;T11BD;2007;
24;T11BD;2007;
25;T11BD;2007;5516
26;T11BD;2007;
27;T11BD;2007;735
28;T11BD;2007;
29;T11BD;2007;
30;T11BD;2007;89415
31;T11BD;2007;3242
32;T11BD;2007;48578
33;T11BD;2007;22343
34;T11BD;2007;
35;T11BD;2007;532289
36;T11BD;2007;4523
37;T11BD;2007;2437
38;T11BD;2007;2282
39;T11BD;2007;73721
40;T11BD;2007;16936
41;T11BD;2007;
43;T11BD;2007;69536
44;T11BD;2007;29939
;;;
2;T11BD;2008;697
3;T11BD;2008;
4;T11BD;2008;18648
5;T11BD;2008;
6;T11BD;2008;57627
7;T11BD;2008;
8;T11BD;2008;
9;T11BD;2008;3440
10;T11BD;2008;
11;T11BD;2008;9111
12;T11BD;2008;54719
13;T11BD;2008;3321
14;T11BD;2008;5978
15;T11BD;2008;173048
16;T11BD;2008;2347
17;T11BD;2008;178438
18;T11BD;2008;
19;T11BD;2008;16456
20;T11BD;2008;564
21;T11BD;2008;
22;T11BD;2008;
24;T11BD;2008;
25;T11BD;2008;6076
26;T11BD;2008;
27;T11BD;2008;788
28;T11BD;2008;
29;T11BD;2008;
30;T11BD;2008;91245
31;T11BD;2008;3362
32;T11BD;2008;40670
33;T11BD;2008;29663
34;T11BD;2008;
35;T11BD;2008;413244
36;T11BD;2008;4410
37;T11BD;2008;2118
38;T11BD;2008;2031
39;T11BD;2008;81949
40;T11BD;2008;18176
41;T11BD;2008;
43;T11BD;2008;65553
44;T11BD;2008;25293
;;;
2;T11BD;2009;757
3;T11BD;2009;
4;T11BD;2009;21248
5;T11BD;2009;
6;T11BD;2009;63288
7;T11BD;2009;
8;T11BD;2009;
9;T11BD;2009;3490
10;T11BD;2009;
11;T11BD;2009;9616
12;T11BD;2009;61782
13;T11BD;2009;3027
14;T11BD;2009;6497
15;T11BD;2009;186619
16;T11BD;2009;1860
17;T11BD;2009;185406
18;T11BD;2009;
19;T11BD;2009;16201
20;T11BD;2009;769
21;T11BD;2009;
22;T11BD;2009;
24;T11BD;2009;
25;T11BD;2009;5799
26;T11BD;2009;
27;T11BD;2009;812
28;T11BD;2009;
29;T11BD;2009;
30;T11BD;2009;94580
31;T11BD;2009;3345
32;T11BD;2009;42066
33;T11BD;2009;26045
34;T11BD;2009;
35;T11BD;2009;381211
36;T11BD;2009;4031
37;T11BD;2009;2330
38;T11BD;2009;2216
39;T11BD;2009;80756
40;T11BD;2009;20463
41;T11BD;2009;25393
43;T11BD;2009;
44;T11BD;2009;34000
;;;
2;T11BD;2010;957
3;T11BD;2010;
4;T11BD;2010;15747
5;T11BD;2010;
6;T11BD;2010;62358
7;T11BD;2010;
8;T11BD;2010;
9;T11BD;2010;4033
10;T11BD;2010;2074
11;T11BD;2010;10091
12;T11BD;2010;57355
13;T11BD;2010;3196
14;T11BD;2010;6453
15;T11BD;2010;194488
16;T11BD;2010;1552
17;T11BD;2010;197649
18;T11BD;2010;
19;T11BD;2010;19866
20;T11BD;2010;687
21;T11BD;2010;
22;T11BD;2010;
24;T11BD;2010;
25;T11BD;2010;4905
26;T11BD;2010;
27;T11BD;2010;890
28;T11BD;2010;
29;T11BD;2010;
30;T11BD;2010;102800
31;T11BD;2010;3357
32;T11BD;2010;48309
33;T11BD;2010;26653
34;T11BD;2010;
35;T11BD;2010;356373
36;T11BD;2010;5114
37;T11BD;2010;1876
38;T11BD;2010;2540
39;T11BD;2010;90350
40;T11BD;2010;19774
41;T11BD;2010;24119
43;T11BD;2010;85349
44;T11BD;2010;32781
;;;
2;T11BD;2011;979
3;T11BD;2011;
4;T11BD;2011;21160
5;T11BD;2011;
6;T11BD;2011;68695
7;T11BD;2011;
8;T11BD;2011;
9;T11BD;2011;4536
10;T11BD;2011;1961
11;T11BD;2011;9568
12;T11BD;2011;58271
13;T11BD;2011;2792
14;T11BD;2011;6672
15;T11BD;2011;224798
16;T11BD;2011;1381
17;T11BD;2011;215711
18;T11BD;2011;
19;T11BD;2011;21072
20;T11BD;2011;464
21;T11BD;2011;
22;T11BD;2011;
24;T11BD;2011;
25;T11BD;2011;4081
26;T11BD;2011;
27;T11BD;2011;952
28;T11BD;2011;
29;T11BD;2011;
30;T11BD;2011;108720
31;T11BD;2011;2868
